drift_type,drift_point,policy_type,error_threshold,window_size,budget,retrain_latency,deploy_latency,overall_accuracy,pre_drift_accuracy,post_drift_accuracy,accuracy_drop,total_retrains,budget_utilization,retrains_before_drift,retrains_after_drift,random_seed
gradual,5000,error_threshold,0.27,200,10,2,1,0.7692,0.767,0.7714,0.0043999999999999595,10,1.0,10,0,1415
gradual,5000,error_threshold,0.27,200,10,2,1,0.7964,0.7786,0.8142,0.035600000000000076,10,1.0,10,0,1617
gradual,5000,error_threshold,0.27,200,10,2,1,0.7428,0.781,0.7046,-0.07640000000000002,10,1.0,10,0,1819
gradual,5000,error_threshold,0.27,200,10,2,1,0.7524,0.7988,0.706,-0.0928,10,1.0,10,0,2021
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7525,0.774,0.731,-0.04300000000000004,5,0.5,2,3,42
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7314,0.7138,0.749,0.03520000000000001,5,0.5,3,2,123
gradual,5000,error_threshold,0.27,200,10,2000,50,0.8014,0.8202,0.7826,-0.03760000000000008,2,0.2,0,2,456
gradual,5000,error_threshold,0.27,200,10,2000,50,0.809,0.791,0.827,0.03599999999999992,2,0.2,1,1,789
gradual,5000,error_threshold,0.27,200,10,2000,50,0.8243,0.8108,0.8378,0.027000000000000024,0,0.0,0,0,1011
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7542,0.7236,0.7848,0.06120000000000003,4,0.4,3,1,1213
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7676,0.7696,0.7656,-0.0040000000000000036,4,0.4,2,2,1415
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7936,0.7772,0.81,0.03280000000000005,3,0.3,2,1,1617
gradual,5000,error_threshold,0.27,200,10,2000,50,0.7453,0.789,0.7016,-0.08740000000000003,4,0.4,1,3,1819
gradual,5000,error_threshold,0.27,200,10,2000,50,0.756,0.799,0.713,-0.08600000000000008,4,0.4,2,2,2021
gradual,5000,error_threshold,0.27,200,20,2,1,0.748,0.769,0.727,-0.04200000000000004,20,1.0,20,0,42
gradual,5000,error_threshold,0.27,200,20,2,1,0.7349,0.7132,0.7566,0.043400000000000105,20,1.0,20,0,123
